address,annotations,bio
مقابل مسجد الامل شارع محمد نجيب دور 16,"{""STREET"": ""محمد نجيب"", ""LANDMARK"": ""مسجد الامل"", ""FLOOR"": ""16""}","[[""مقابل"", ""O""], [""مسجد"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""], [""شارع"", ""O""], [""محمد"", ""B-STREET""], [""نجيب"", ""I-STREET""], [""دور"", ""O""], [""16"", ""B-FLOOR""]]"
مبنى ١٥ في الشرقيه شارع لبنان,"{""CITY"": ""الشرقيه"", ""STREET"": ""لبنان"", ""BUILDING"": ""١٥""}","[[""مبنى"", ""O""], [""١٥"", ""B-BUILDING""], [""في"", ""O""], [""الشرقيه"", ""B-CITY""], [""شارع"", ""O""], [""لبنان"", ""B-STREET""]]"
شقه ١٧ شارع عبد الرحمن الرافعي القاهره دور ١٢ حي المعصره مقابل سوبر ماركت السلام,"{""CITY"": ""القاهره"", ""AREA"": ""المعصره"", ""STREET"": ""عبد الرحمن الرافعي"", ""LANDMARK"": ""سوبر ماركت السلام"", ""FLOOR"": ""١٢"", ""APARTMENT"": ""١٧""}","[[""شقه"", ""O""], [""١٧"", ""B-APARTMENT""], [""شارع"", ""O""], [""عبد"", ""B-STREET""], [""الرحمن"", ""I-STREET""], [""الرافعي"", ""I-STREET""], [""القاهره"", ""B-CITY""], [""دور"", ""O""], [""١٢"", ""B-FLOOR""], [""حي"", ""O""], [""المعصره"", ""B-AREA""], [""مقابل"", ""O""], [""سوبر"", ""B-LANDMARK""], [""ماركت"", ""I-LANDMARK""], [""السلام"", ""I-LANDMARK""]]"
مقابل كنيسه السلام دور 20 الزمالك المنوفيه شارع ٥٠ بيت 12,"{""CITY"": ""المنوفيه"", ""AREA"": ""الزمالك"", ""STREET"": ""٥٠"", ""LANDMARK"": ""كنيسه السلام"", ""BUILDING"": ""12"", ""FLOOR"": ""20""}","[[""مقابل"", ""O""], [""كنيسه"", ""B-LANDMARK""], [""السلام"", ""I-LANDMARK""], [""دور"", ""O""], [""20"", ""B-FLOOR""], [""الزمالك"", ""B-AREA""], [""المنوفيه"", ""B-CITY""], [""شارع"", ""O""], [""٥٠"", ""B-STREET""], [""بيت"", ""O""], [""12"", ""B-BUILDING""]]"
شقه 6 فيلا الورد كفر الشيخ تحت بنك مصر طابق 15 شارع اكتوبر,"{""CITY"": ""كفر الشيخ"", ""STREET"": ""اكتوبر"", ""LANDMARK"": ""بنك مصر"", ""BUILDING"": ""الورد"", ""FLOOR"": ""15"", ""APARTMENT"": ""6""}","[[""شقه"", ""O""], [""6"", ""B-APARTMENT""], [""فيلا"", ""O""], [""الورد"", ""B-BUILDING""], [""كفر"", ""B-CITY""], [""الشيخ"", ""I-CITY""], [""تحت"", ""O""], [""بنك"", ""B-LANDMARK""], [""مصر"", ""I-LANDMARK""], [""طابق"", ""O""], [""15"", ""B-FLOOR""], [""شارع"", ""O""], [""اكتوبر"", ""B-STREET""]]"
اسيوط عقار النيل ش احمد كمال,"{""CITY"": ""اسيوط"", ""STREET"": ""احمد كمال"", ""BUILDING"": ""النيل""}","[[""اسيوط"", ""B-CITY""], [""عقار"", ""O""], [""النيل"", ""B-BUILDING""], [""ش"", ""O""], [""احمد"", ""B-STREET""], [""كمال"", ""I-STREET""]]"
مصر الجديده طابق 20 بيت 1 شارع سعد زغلول شقه ١٧ في بورسعيد,"{""CITY"": ""بورسعيد"", ""AREA"": ""مصر الجديده"", ""STREET"": ""سعد زغلول"", ""BUILDING"": ""1"", ""FLOOR"": ""20"", ""APARTMENT"": ""١٧""}","[[""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""طابق"", ""O""], [""20"", ""B-FLOOR""], [""بيت"", ""O""], [""1"", ""B-BUILDING""], [""شارع"", ""O""], [""سعد"", ""B-STREET""], [""زغلول"", ""I-STREET""], [""شقه"", ""O""], [""١٧"", ""B-APARTMENT""], [""في"", ""O""], [""بورسعيد"", ""B-CITY""]]"
الاسكندريه بولاق الدكرور,"{""CITY"": ""الاسكندريه"", ""AREA"": ""بولاق الدكرور""}","[[""الاسكندريه"", ""B-CITY""], [""بولاق"", ""B-AREA""], [""الدكرور"", ""I-AREA""]]"
محرم بك في الفيوم,"{""CITY"": ""الفيوم"", ""AREA"": ""محرم بك""}","[[""محرم"", ""B-AREA""], [""بك"", ""I-AREA""], [""في"", ""O""], [""الفيوم"", ""B-CITY""]]"
برج 14 الشرقيه طابق التامن شقه رقم ١,"{""CITY"": ""الشرقيه"", ""BUILDING"": ""14"", ""FLOOR"": ""التامن"", ""APARTMENT"": ""١""}","[[""برج"", ""O""], [""14"", ""B-BUILDING""], [""الشرقيه"", ""B-CITY""], [""طابق"", ""O""], [""التامن"", ""B-FLOOR""], [""شقه"", ""O""], [""رقم"", ""O""], [""١"", ""B-APARTMENT""]]"
شارع لبنان الطابق 13 شقه ٩ المقطم,"{""AREA"": ""المقطم"", ""STREET"": ""لبنان"", ""FLOOR"": ""13"", ""APARTMENT"": ""٩""}","[[""شارع"", ""O""], [""لبنان"", ""B-STREET""], [""الطابق"", ""O""], [""13"", ""B-FLOOR""], [""شقه"", ""O""], [""٩"", ""B-APARTMENT""], [""المقطم"", ""B-AREA""]]"
امام محطه المترو في مصر الجديده الغردقه شقة ٧,"{""CITY"": ""الغردقه"", ""AREA"": ""مصر الجديده"", ""LANDMARK"": ""محطه المترو"", ""APARTMENT"": ""٧""}","[[""امام"", ""O""], [""محطه"", ""B-LANDMARK""], [""المترو"", ""I-LANDMARK""], [""في"", ""O""], [""مصر"", ""B-AREA""], [""الجديده"", ""I-AREA""], [""الغردقه"", ""B-CITY""], [""شقة"", ""O""], [""٧"", ""B-APARTMENT""]]"
البحيره العجوزه,"{""CITY"": ""البحيره"", ""AREA"": ""العجوزه""}","[[""البحيره"", ""B-CITY""], [""العجوزه"", ""B-AREA""]]"
في المعصره محافظه المنوفيه,"{""CITY"": ""المنوفيه"", ""AREA"": ""المعصره""}","[[""في"", ""O""], [""المعصره"", ""B-AREA""], [""محافظه"", ""O""], [""المنوفيه"", ""B-CITY""]]"
شارع ٥٠ شبرا الخيمه فيلا 19 شقه رقم ١٠ دور 16,"{""CITY"": ""شبرا الخيمه"", ""STREET"": ""٥٠"", ""BUILDING"": ""19"", ""FLOOR"": ""16"", ""APARTMENT"": ""١٠""}","[[""شارع"", ""O""], [""٥٠"", ""B-STREET""], [""شبرا"", ""B-CITY""], [""الخيمه"", ""I-CITY""], [""فيلا"", ""O""], [""19"", ""B-BUILDING""], [""شقه"", ""O""], [""رقم"", ""O""], [""١٠"", ""B-APARTMENT""], [""دور"", ""O""], [""16"", ""B-FLOOR""]]"
قنا طابق 11 شقه رقم 1 ش فيصل ميت عقبه عقار ٦,"{""CITY"": ""قنا"", ""AREA"": ""ميت عقبه"", ""STREET"": ""فيصل"", ""BUILDING"": ""٦"", ""FLOOR"": ""11"", ""APARTMENT"": ""1""}","[[""قنا"", ""B-CITY""], [""طابق"", ""O""], [""11"", ""B-FLOOR""], [""شقه"", ""O""], [""رقم"", ""O""], [""1"", ""B-APARTMENT""], [""ش"", ""O""], [""فيصل"", ""B-STREET""], [""ميت"", ""B-AREA""], [""عقبه"", ""I-AREA""], [""عقار"", ""O""], [""٦"", ""B-BUILDING""]]"
بجوار مسجد التوحيد شقه 10 المعصره الشرقيه,"{""CITY"": ""الشرقيه"", ""AREA"": ""المعصره"", ""LANDMARK"": ""مسجد التوحيد"", ""APARTMENT"": ""10""}","[[""بجوار"", ""O""], [""مسجد"", ""B-LANDMARK""], [""التوحيد"", ""I-LANDMARK""], [""شقه"", ""O""], [""10"", ""B-APARTMENT""], [""المعصره"", ""B-AREA""], [""الشرقيه"", ""B-CITY""]]"
بيت ١٩ شارع محمود خاطر الدور 4,"{""STREET"": ""محمود خاطر"", ""BUILDING"": ""١٩"", ""FLOOR"": ""4""}","[[""بيت"", ""O""], [""١٩"", ""B-BUILDING""], [""شارع"", ""O""], [""محمود"", ""B-STREET""], [""خاطر"", ""I-STREET""], [""الدور"", ""O""], [""4"", ""B-FLOOR""]]"
طره شارع ٩ طابق 9,"{""AREA"": ""طره"", ""STREET"": ""٩"", ""FLOOR"": ""9""}","[[""طره"", ""B-AREA""], [""شارع"", ""O""], [""٩"", ""B-STREET""], [""طابق"", ""O""], [""9"", ""B-FLOOR""]]"
شقه ٧ شارع احمد كمال الاقصر تحت كنيسه النور عماره الاخلاص سيدي جابر,"{""CITY"": ""الاقصر"", ""AREA"": ""سيدي جابر"", ""STREET"": ""احمد كمال"", ""LANDMARK"": ""كنيسه النور"", ""BUILDING"": ""الاخلاص"", ""APARTMENT"": ""٧""}","[[""شقه"", ""O""], [""٧"", ""B-APARTMENT""], [""شارع"", ""O""], [""احمد"", ""B-STREET""], [""كمال"", ""I-STREET""], [""الاقصر"", ""B-CITY""], [""تحت"", ""O""], [""كنيسه"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""], [""عماره"", ""O""], [""الاخلاص"", ""B-BUILDING""], [""سيدي"", ""B-AREA""], [""جابر"", ""I-AREA""]]"
عماره مكه طابق 1 ش فيصل امام نادي الشمس الخانكه,"{""CITY"": ""الخانكه"", ""STREET"": ""فيصل"", ""LANDMARK"": ""نادي الشمس"", ""BUILDING"": ""مكه"", ""FLOOR"": ""1""}","[[""عماره"", ""O""], [""مكه"", ""B-BUILDING""], [""طابق"", ""O""], [""1"", ""B-FLOOR""], [""ش"", ""O""], [""فيصل"", ""B-STREET""], [""امام"", ""O""], [""نادي"", ""B-LANDMARK""], [""الشمس"", ""I-LANDMARK""], [""الخانكه"", ""B-CITY""]]"
شارع احمد كمال جمب مدرسه الامل في عابدين الشرقيه عقار النخيل,"{""CITY"": ""الشرقيه"", ""AREA"": ""عابدين"", ""STREET"": ""احمد كمال"", ""LANDMARK"": ""مدرسه الامل"", ""BUILDING"": ""النخيل""}","[[""شارع"", ""O""], [""احمد"", ""B-STREET""], [""كمال"", ""I-STREET""], [""جمب"", ""O""], [""مدرسه"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""], [""في"", ""O""], [""عابدين"", ""B-AREA""], [""الشرقيه"", ""B-CITY""], [""عقار"", ""O""], [""النخيل"", ""B-BUILDING""]]"
محافظه رشيد شقه رقم ١٤ حي العجوزه شارع سعد زغلول,"{""CITY"": ""رشيد"", ""AREA"": ""العجوزه"", ""STREET"": ""سعد زغلول"", ""APARTMENT"": ""١٤""}","[[""محافظه"", ""O""], [""رشيد"", ""B-CITY""], [""شقه"", ""O""], [""رقم"", ""O""], [""١٤"", ""B-APARTMENT""], [""حي"", ""O""], [""العجوزه"", ""B-AREA""], [""شارع"", ""O""], [""سعد"", ""B-STREET""], [""زغلول"", ""I-STREET""]]"
شارع الهرم الدور ٧ شقه ٢٠,"{""STREET"": ""الهرم"", ""FLOOR"": ""٧"", ""APARTMENT"": ""٢٠""}","[[""شارع"", ""O""], [""الهرم"", ""B-STREET""], [""الدور"", ""O""], [""٧"", ""B-FLOOR""], [""شقه"", ""O""], [""٢٠"", ""B-APARTMENT""]]"
عماره 19 شقه ١٦ قدام كافيه النور طابق الرابع شارع الاتحاد اللبان,"{""AREA"": ""اللبان"", ""STREET"": ""الاتحاد"", ""LANDMARK"": ""كافيه النور"", ""BUILDING"": ""19"", ""FLOOR"": ""الرابع"", ""APARTMENT"": ""١٦""}","[[""عماره"", ""O""], [""19"", ""B-BUILDING""], [""شقه"", ""O""], [""١٦"", ""B-APARTMENT""], [""قدام"", ""O""], [""كافيه"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""], [""طابق"", ""O""], [""الرابع"", ""B-FLOOR""], [""شارع"", ""O""], [""الاتحاد"", ""B-STREET""], [""اللبان"", ""B-AREA""]]"
عقار ٢٠ جمب مستشفي النور منطقه الشيخ زايد,"{""AREA"": ""الشيخ زايد"", ""LANDMARK"": ""مستشفي النور"", ""BUILDING"": ""٢٠""}","[[""عقار"", ""O""], [""٢٠"", ""B-BUILDING""], [""جمب"", ""O""], [""مستشفي"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""], [""منطقه"", ""O""], [""الشيخ"", ""B-AREA""], [""زايد"", ""I-AREA""]]"
شارع 15 دور ٦ امام مستشفي الجامعه شقة ٨,"{""STREET"": ""15"", ""LANDMARK"": ""مستشفي الجامعه"", ""FLOOR"": ""٦"", ""APARTMENT"": ""٨""}","[[""شارع"", ""O""], [""15"", ""B-STREET""], [""دور"", ""O""], [""٦"", ""B-FLOOR""], [""امام"", ""O""], [""مستشفي"", ""B-LANDMARK""], [""الجامعه"", ""I-LANDMARK""], [""شقة"", ""O""], [""٨"", ""B-APARTMENT""]]"
سيدي بشر شقه ١٣ في بورسعيد دور 2 بجانب نادي الجيش ش بغداد,"{""CITY"": ""بورسعيد"", ""AREA"": ""سيدي بشر"", ""STREET"": ""بغداد"", ""LANDMARK"": ""نادي الجيش"", ""FLOOR"": ""2"", ""APARTMENT"": ""١٣""}","[[""سيدي"", ""B-AREA""], [""بشر"", ""I-AREA""], [""شقه"", ""O""], [""١٣"", ""B-APARTMENT""], [""في"", ""O""], [""بورسعيد"", ""B-CITY""], [""دور"", ""O""], [""2"", ""B-FLOOR""], [""بجانب"", ""O""], [""نادي"", ""B-LANDMARK""], [""الجيش"", ""I-LANDMARK""], [""ش"", ""O""], [""بغداد"", ""B-STREET""]]"
منطقه فيصل عند الجامعه ش البحرين برج ١٦ شقه رقم ٦ الدور ١٢,"{""AREA"": ""فيصل"", ""STREET"": ""البحرين"", ""LANDMARK"": ""الجامعه"", ""BUILDING"": ""١٦"", ""FLOOR"": ""١٢"", ""APARTMENT"": ""٦""}","[[""منطقه"", ""O""], [""فيصل"", ""B-AREA""], [""عند"", ""O""], [""الجامعه"", ""B-LANDMARK""], [""ش"", ""O""], [""البحرين"", ""B-STREET""], [""برج"", ""O""], [""١٦"", ""B-BUILDING""], [""شقه"", ""O""], [""رقم"", ""O""], [""٦"", ""B-APARTMENT""], [""الدور"", ""O""], [""١٢"", ""B-FLOOR""]]"
حي العبور فيلا 10 ش 10 طابق ١٧ شقه ٦,"{""AREA"": ""العبور"", ""STREET"": ""10"", ""FLOOR"": ""١٧"", ""APARTMENT"": ""٦""}","[[""حي"", ""O""], [""العبور"", ""B-AREA""], [""فيلا"", ""O""], [""10"", ""B-STREET""], [""ش"", ""O""], [""10"", ""O""], [""طابق"", ""O""], [""١٧"", ""B-FLOOR""], [""شقه"", ""O""], [""٦"", ""B-APARTMENT""]]"
شارع بغداد جنب كافيه الامل شقة 2 طابق الثاني,"{""STREET"": ""بغداد"", ""LANDMARK"": ""كافيه الامل"", ""FLOOR"": ""الثاني"", ""APARTMENT"": ""2""}","[[""شارع"", ""O""], [""بغداد"", ""B-STREET""], [""جنب"", ""O""], [""كافيه"", ""B-LANDMARK""], [""الامل"", ""I-LANDMARK""], [""شقة"", ""O""], [""2"", ""B-APARTMENT""], [""طابق"", ""O""], [""الثاني"", ""B-FLOOR""]]"
الطابق ٧ جمب سوبر ماركت السلام عين شمس برج 13 شقة ٩ شارع البحر,"{""AREA"": ""عين شمس"", ""STREET"": ""البحر"", ""LANDMARK"": ""سوبر ماركت السلام"", ""BUILDING"": ""13"", ""FLOOR"": ""٧"", ""APARTMENT"": ""٩""}","[[""الطابق"", ""O""], [""٧"", ""B-FLOOR""], [""جمب"", ""O""], [""سوبر"", ""B-LANDMARK""], [""ماركت"", ""I-LANDMARK""], [""السلام"", ""I-LANDMARK""], [""عين"", ""B-AREA""], [""شمس"", ""I-AREA""], [""برج"", ""O""], [""13"", ""B-BUILDING""], [""شقة"", ""O""], [""٩"", ""B-APARTMENT""], [""شارع"", ""O""], [""البحر"", ""B-STREET""]]"
دسوق فوق نادي الشمس فيلا 8 الدور 9 شقه ٨,"{""CITY"": ""دسوق"", ""LANDMARK"": ""نادي الشمس"", ""BUILDING"": ""8"", ""FLOOR"": ""9"", ""APARTMENT"": ""٨""}","[[""دسوق"", ""B-CITY""], [""فوق"", ""O""], [""نادي"", ""B-LANDMARK""], [""الشمس"", ""I-LANDMARK""], [""فيلا"", ""O""], [""8"", ""B-BUILDING""], [""الدور"", ""O""], [""9"", ""B-FLOOR""], [""شقه"", ""O""], [""٨"", ""B-APARTMENT""]]"
ش الثوره دور ١٣ في المعصره محافظه قنا بجانب كافيه الهدى,"{""CITY"": ""قنا"", ""AREA"": ""المعصره"", ""STREET"": ""الثوره"", ""LANDMARK"": ""كافيه الهدى"", ""FLOOR"": ""١٣""}","[[""ش"", ""O""], [""الثوره"", ""B-STREET""], [""دور"", ""O""], [""١٣"", ""B-FLOOR""], [""في"", ""O""], [""المعصره"", ""B-AREA""], [""محافظه"", ""O""], [""قنا"", ""B-CITY""], [""بجانب"", ""O""], [""كافيه"", ""B-LANDMARK""], [""الهدى"", ""I-LANDMARK""]]"
بيت 12 الدقي شارع ١٠,"{""AREA"": ""الدقي"", ""STREET"": ""١٠"", ""BUILDING"": ""12""}","[[""بيت"", ""O""], [""12"", ""B-BUILDING""], [""الدقي"", ""B-AREA""], [""شارع"", ""O""], [""١٠"", ""B-STREET""]]"
شقه 7 جنب صيدليه النور الاسماعيليه الشروق,"{""CITY"": ""الاسماعيليه"", ""AREA"": ""الشروق"", ""LANDMARK"": ""صيدليه النور"", ""APARTMENT"": ""7""}","[[""شقه"", ""O""], [""7"", ""B-APARTMENT""], [""جنب"", ""O""], [""صيدليه"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""], [""الاسماعيليه"", ""B-CITY""], [""الشروق"", ""B-AREA""]]"
روض الفرج محافظه الخانكه تحت كافيه النور شقه ١٨,"{""CITY"": ""الخانكه"", ""AREA"": ""روض الفرج"", ""LANDMARK"": ""كافيه النور"", ""APARTMENT"": ""١٨""}","[[""روض"", ""B-AREA""], [""الفرج"", ""I-AREA""], [""محافظه"", ""O""], [""الخانكه"", ""B-CITY""], [""تحت"", ""O""], [""كافيه"", ""B-LANDMARK""], [""النور"", ""I-LANDMARK""], [""شقه"", ""O""], [""١٨"", ""B-APARTMENT""]]"
شارع ٤٥ عماره ١٦ كفر الشيخ,"{""CITY"": ""كفر الشيخ"", ""STREET"": ""٤٥"", ""BUILDING"": ""١٦""}","[[""شارع"", ""O""], [""٤٥"", ""B-STREET""], [""عماره"", ""O""], [""١٦"", ""B-BUILDING""], [""كفر"", ""B-CITY""], [""الشيخ"", ""I-CITY""]]"
دور ٤ شقه ٣ شارع احمد عرابي شبرا الخيمه ورا مسجد السلام عماره الياسمين,"{""CITY"": ""شبرا الخيمه"", ""STREET"": ""احمد عرابي"", ""LANDMARK"": ""مسجد السلام"", ""BUILDING"": ""الياسمين"", ""FLOOR"": ""٤"", ""APARTMENT"": ""٣""}","[[""دور"", ""O""], [""٤"", ""B-FLOOR""], [""شقه"", ""O""], [""٣"", ""B-APARTMENT""], [""شارع"", ""O""], [""احمد"", ""B-STREET""], [""عرابي"", ""I-STREET""], [""شبرا"", ""B-CITY""], [""الخيمه"", ""I-CITY""], [""ورا"", ""O""], [""مسجد"", ""B-LANDMARK""], [""السلام"", ""I-LANDMARK""], [""عماره"", ""O""], [""الياسمين"", ""B-BUILDING""]]"
الدور 18 فيصل عماره الدسوقي شارع الاتحاد,"{""AREA"": ""فيصل"", ""STREET"": ""الاتحاد"", ""BUILDING"": ""الدسوقي"", ""FLOOR"": ""18""}","[[""الدور"", ""O""], [""18"", ""B-FLOOR""], [""فيصل"", ""B-AREA""], [""عماره"", ""O""], [""الدسوقي"", ""B-BUILDING""], [""شارع"", ""O""], [""الاتحاد"", ""B-STREET""]]"
شارع لبنان عماره ١٨ وسط البلد شقه ٩,"{""AREA"": ""وسط البلد"", ""STREET"": ""لبنان"", ""BUILDING"": ""١٨"", ""APARTMENT"": ""٩""}","[[""شارع"", ""O""], [""لبنان"", ""B-STREET""], [""عماره"", ""O""], [""١٨"", ""B-BUILDING""], [""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""شقه"", ""O""], [""٩"", ""B-APARTMENT""]]"
فيلا 3 شارع الامل الدور 6,"{""STREET"": ""الامل"", ""BUILDING"": ""3"", ""FLOOR"": ""6""}","[[""فيلا"", ""O""], [""3"", ""B-BUILDING""], [""شارع"", ""O""], [""الامل"", ""B-STREET""], [""الدور"", ""O""], [""6"", ""B-FLOOR""]]"
شقة رقم ١٢ في السويس حي العامريه عقار 16 بجوار الجامعه دور السادس,"{""CITY"": ""السويس"", ""AREA"": ""العامريه"", ""LANDMARK"": ""الجامعه"", ""BUILDING"": ""16"", ""FLOOR"": ""السادس"", ""APARTMENT"": ""١٢""}","[[""شقة"", ""O""], [""رقم"", ""O""], [""١٢"", ""B-APARTMENT""], [""في"", ""O""], [""السويس"", ""B-CITY""], [""حي"", ""O""], [""العامريه"", ""B-AREA""], [""عقار"", ""O""], [""16"", ""B-BUILDING""], [""بجوار"", ""O""], [""الجامعه"", ""B-LANDMARK""], [""دور"", ""O""], [""السادس"", ""B-FLOOR""]]"
الدقي مبنى ٦ ش ٣٥,"{""AREA"": ""الدقي"", ""STREET"": ""٣٥"", ""BUILDING"": ""٦""}","[[""الدقي"", ""B-AREA""], [""مبنى"", ""O""], [""٦"", ""B-BUILDING""], [""ش"", ""O""], [""٣٥"", ""B-STREET""]]"
دور الرابع العجوزه شقه رقم 20 ش الفلاح عماره ٣,"{""AREA"": ""العجوزه"", ""STREET"": ""الفلاح"", ""BUILDING"": ""٣"", ""FLOOR"": ""الرابع"", ""APARTMENT"": ""20""}","[[""دور"", ""O""], [""الرابع"", ""B-FLOOR""], [""العجوزه"", ""B-AREA""], [""شقه"", ""O""], [""رقم"", ""O""], [""20"", ""B-APARTMENT""], [""ش"", ""O""], [""الفلاح"", ""B-STREET""], [""عماره"", ""O""], [""٣"", ""B-BUILDING""]]"
